"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
746,15.2088577457,-14.9428464010,1184.152,998.17,716484.7,998.17,716506.8,0.1,0.2%,795
747,15.1996415362,-14.9440244743,1184.194,1000,717484.7,1000,717506.8,0.0,0.0%,795
748,15.1903747898,-14.9437190950,1185.278,997.48,718482.1,997.48,718504.3,0.1,0.1%,796
749,15.1822310351,-14.9396475362,1184.798,985.15,719467.3,985.15,719489.4,0.0,0.0%,797
750,15.1768382040,-14.9323958339,1184.749,990.16,720457.4,990.16,720479.6,0.0,0.0%,798
751,15.1717672604,-14.9248215894,1186.01,1000,721457.5,1000,721479.6,0.1,0.1%,798
752,15.1630704353,-14.9231832185,1185.059,953.08,722410.5,953.08,722432.7,0.1,0.1%,800
753,15.1576956308,-14.9303069996,1186.643,977.6,723388.1,977.6,723410.3,0.1,0.2%,801
754,15.1508543454,-14.9354911357,1185,933.14,724321.3,933.14,724343.4,0.1,0.2%,803
755,15.1419491228,-14.9336405398,1186.391,979.69,725301,979.69,725323.1,0.1,0.1%,804
756,15.1342125813,-14.9288289863,1185.368,988.04,726289,988.04,726311.1,0.1,0.1%,805
757,15.1282546876,-14.9220681865,1185.274,985.13,727274.1,985.13,727296.3,0.0,0.0%,806
758,15.1241071844,-14.9139802262,1186.421,1000,728274.1,1000,728296.3,0.1,0.1%,806
759,15.1173858507,-14.9090695329,1186.458,904.56,729178.7,904.56,729200.8,0.0,0.0%,808
760,15.1083264208,-14.9070546567,1186.146,999.93,730178.6,999.93,730200.7,0.0,0.0%,809
761,15.0990630230,-14.9063226264,1186.104,1000,731178.6,1000,731200.7,0.0,0.0%,809
762,15.0913334321,-14.9021975254,1188.429,948.7,732127.3,948.71,732149.4,0.1,0.2%,810
763,15.0863386766,-14.8945899995,1189.051,998.7,733126,998.7,733148.1,0.0,0.1%,811
764,15.0826434670,-14.8863696903,1189.126,992.67,734118.7,992.67,734140.8,0.0,0.0%,812
765,15.0797941978,-14.8777672778,1188.747,1000,735118.7,1000,735140.8,0.0,0.0%,812
766,15.0762147586,-14.8694935664,1189.641,993.2,736111.9,993.2,736134,0.1,0.1%,813
767,15.0725295214,-14.8615073724,1191.365,968.57,737080.5,968.57,737102.6,0.1,0.2%,814
768,15.0745458576,-14.8529467143,1191.41,971.75,738052.2,971.75,738074.3,0.0,0.0%,815
769,15.0732490084,-14.8450910626,1191.721,880.34,738932.6,880.34,738954.7,0.0,0.0%,817
770,15.0664673930,-14.8389132858,1192.567,1000,739932.6,1000,739954.7,0.0,0.1%,817
771,15.0606388252,-14.8319518009,1193.256,993.41,740926,993.41,740948.1,0.0,0.1%,818
772,15.0535355713,-14.8268465248,1191.131,950.6,741876.6,950.61,741898.7,0.1,0.2%,819
773,15.0485997658,-14.8198137026,1194.071,942.23,742818.8,942.23,742840.9,0.2,0.3%,820
774,15.0448614610,-14.8115399395,1194.798,1000,743818.8,1000,743840.9,0.0,0.1%,820
775,15.0429642315,-14.8027199397,1195.937,997.05,744815.8,997.05,744838,0.1,0.1%,821
776,15.0413200391,-14.7938248651,1195.54,1000,745815.8,1000,745838,0.0,0.0%,821
777,15.0396758466,-14.7849297906,1196.631,1000,746815.8,1000,746838,0.1,0.1%,821
778,15.0350818004,-14.7770956703,1198.977,998,747813.8,998,747836,0.1,0.2%,822
779,15.0321767538,-14.7686885172,1199.009,981.39,748795.2,981.39,748817.4,0.0,0.0%,823
780,15.0365566411,-14.7614106921,1200.561,933.18,749728.4,933.18,749750.6,0.1,0.2%,824
781,15.0423361120,-14.7543830099,1202.775,995.93,750724.3,995.93,750746.5,0.1,0.2%,825
782,15.0441617714,-14.7458951495,1203.208,959.5,751683.8,959.5,751706,0.0,0.0%,826
783,15.0420922147,-14.7370905361,1221.965,999.36,752683.2,999.54,752705.5,1.1,1.9%,827
784,15.0399533011,-14.7282957003,1222,1000,753683.2,1000,753705.5,0.0,0.0%,827
785,15.0398750405,-14.7192912647,1222,996.34,754679.5,996.34,754701.9,0.0,0.0%,828
786,15.0400992522,-14.7102560629,1222,1000,755679.5,1000,755701.9,0.0,0.0%,828
787,15.0403234638,-14.7012208612,1222,1000,756679.5,1000,756701.9,0.0,0.0%,828
788,15.0344905721,-14.6968891638,1222,790.16,757469.7,790.16,757492,0.0,0.0%,830
789,15.0264196839,-14.6965880166,1222.924,869.88,758339.6,869.88,758361.9,0.1,0.1%,831
790,15.0338586464,-14.6911797846,1222,999.99,759339.6,999.99,759361.9,0.1,0.1%,831
791,15.0409926908,-14.6855282016,1222,990.67,760330.2,990.67,760352.6,0.0,0.0%,832
792,15.0449830203,-14.6773676624,1222,1000,761330.2,1000,761352.6,0.0,0.0%,832
793,15.0521738056,-14.6737677615,1222,870.94,762201.2,870.94,762223.5,0.0,0.0%,834
794,15.0611974362,-14.6729876264,1222,975.78,763177,975.78,763199.3,0.0,0.0%,835
795,15.0666960949,-14.6661697433,1222,959.1,764136.1,959.1,764158.4,0.0,0.0%,836
796,15.0707143826,-14.6580586836,1222,996.38,765132.4,996.38,765154.8,0.0,0.0%,837
797,15.0739765750,-14.6495972401,1222,1000,766132.4,1000,766154.8,0.0,0.0%,837
798,15.0772387674,-14.6411357967,1222,1000,767132.4,1000,767154.8,0.0,0.0%,837
799,15.0799144785,-14.6325270095,1222,995.18,768127.6,995.18,768150,0.0,0.0%,838
800,15.0849869989,-14.6253869689,1222.495,960.6,769088.2,960.6,769110.6,0.0,0.1%,840
801,15.0933211119,-14.6214083304,1223.137,1000,770088.2,1000,770110.6,0.0,0.1%,840
802,15.1009857076,-14.6165545045,1223.13,985.05,771073.3,985.05,771095.6,0.0,0.0%,841
803,15.1051852193,-14.6086506387,1222.818,984.64,772057.9,984.64,772080.2,0.0,0.0%,842
804,15.1037532234,-14.5999011264,1225.108,980.31,773038.2,980.31,773060.6,0.1,0.2%,844
805,15.1008155725,-14.5914797407,1229.363,984.08,774022.3,984.09,774044.6,0.2,0.4%,845
806,15.0959098407,-14.5847262108,1230.503,915.31,774937.6,915.32,774960,0.1,0.1%,847
807,15.0953087804,-14.5759785791,1230.036,970.04,775907.7,970.04,775930,0.0,0.0%,848
808,15.0995251034,-14.5682627374,1230.07,967.09,776874.8,967.09,776897.1,0.0,0.0%,850
809,15.1075610280,-14.5637433213,1232,999.99,777874.7,999.99,777897.1,0.1,0.2%,850
810,15.1155969527,-14.5592239052,1232.499,1000,778874.7,1000,778897.1,0.0,0.0%,850
811,15.1213800132,-14.5524662766,1233.09,973.38,779848.1,973.38,779870.5,0.0,0.1%,851
812,15.1281333062,-14.5484612023,1232.354,852.11,780700.2,852.11,780722.6,0.0,0.1%,852
813,15.1370610227,-14.5485296414,1234.761,962.2,781662.4,962.2,781684.8,0.1,0.3%,853
814,15.1425756175,-14.5412611372,1233.979,1000,782662.4,1000,782684.8,0.0,0.1%,853
815,15.1509278167,-14.5392667235,1234.35,926.83,783589.3,926.83,783611.6,0.0,0.0%,855
816,15.1597767476,-14.5419847644,1235.164,1000,784589.3,1000,784611.6,0.0,0.1%,855
817,15.1683032971,-14.5407410423,1234.129,929.21,785518.5,929.21,785540.8,0.1,0.1%,856
818,15.1752828553,-14.5349928394,1234.452,985.07,786503.5,985.07,786525.9,0.0,0.0%,857
819,15.1797782513,-14.5273425047,1234.439,975.33,787478.9,975.33,787501.2,0.0,0.0%,858
820,15.1866695390,-14.5217813209,1233.354,964.53,788443.4,964.53,788465.7,0.1,0.1%,860
821,15.1955995515,-14.5193307132,1232.703,1000,789443.4,1000,789465.7,0.0,0.1%,860
822,15.2043889752,-14.5166737550,1234.651,991.95,790435.3,991.96,790457.7,0.1,0.2%,861
823,15.2101755518,-14.5096093472,1234.021,1000,791435.3,1000,791457.7,0.0,0.1%,861
824,15.2171938517,-14.5037672206,1236.106,995.07,792430.4,995.07,792452.8,0.1,0.2%,862
825,15.2227154354,-14.4966273822,1236.448,989.11,793419.5,989.11,793441.9,0.0,0.0%,863
826,15.2276832189,-14.4889946102,1236.845,1000,794419.5,1000,794441.9,0.0,0.0%,863
827,15.2336996378,-14.4824304577,1236.929,973.73,795393.3,973.73,795415.6,0.0,0.0%,864
828,15.2400761548,-14.4765492886,1237.245,946.57,796339.8,946.57,796362.2,0.0,0.0%,865
829,15.2399428759,-14.4677539053,1239.207,973.26,797313.1,973.26,797335.4,0.1,0.2%,866
830,15.2384909387,-14.4588272976,1237.056,1000,798313.1,1000,798335.4,0.1,0.2%,866
831,15.2346821298,-14.4508237854,1239.095,976.12,799289.2,976.12,799311.6,0.1,0.2%,867
832,15.2388031974,-14.4467220599,1238.587,635.14,799924.3,635.14,799946.7,0.0,0.1%,868
833,15.2477443448,-14.4443210903,1239.95,999.99,800924.3,999.99,800946.7,0.1,0.1%,868
834,15.2566854922,-14.4419201206,1239.655,1000,801924.3,1000,801946.7,0.0,0.0%,868
835,15.2656266396,-14.4395191510,1244.047,1000,802924.3,1000,802946.7,0.3,0.4%,868
836,15.2742933335,-14.4365923278,1244.308,989.02,803913.4,989.02,803935.7,0.0,0.0%,870
837,15.2797581610,-14.4295414566,1244.578,977.67,804891,977.67,804913.4,0.0,0.0%,871
838,15.2838917064,-14.4214516083,1244.468,999.93,805890.9,999.93,805913.3,0.0,0.0%,872
839,15.2899091823,-14.4159902564,1244.74,886.68,806777.6,886.68,806800,0.0,0.0%,874
840,15.2968685856,-14.4204952250,1247.229,900.92,807678.5,900.92,807700.9,0.2,0.3%,876
841,15.3055363168,-14.4219063192,1248.161,947.63,808626.2,947.63,808648.6,0.1,0.1%,878
842,15.3145744828,-14.4198833230,1254.301,1000,809626.2,1000,809648.6,0.4,0.6%,878
843,15.3222459525,-14.4156252341,1256.617,952.01,810578.2,952.01,810600.6,0.1,0.2%,879
844,15.3271520132,-14.4199470048,1258.453,713.12,811291.3,713.13,811313.7,0.1,0.3%,881
845,15.3336739925,-14.4221253107,1259.38,743.44,812034.8,743.45,812057.2,0.1,0.1%,882
846,15.3415191047,-14.4248056580,1261.178,896.44,812931.2,896.44,812953.6,0.1,0.2%,883
847,15.3480376045,-14.4312190788,1258.104,998.8,813930,998.8,813952.4,0.2,0.3%,884
848,15.3568302692,-14.4330880342,1260.747,970.39,814900.4,970.4,814922.8,0.2,0.3%,885
849,15.3648544287,-14.4298198519,1261.474,937.76,815838.1,937.76,815860.6,0.0,0.1%,887
850,15.3728026680,-14.4260862157,1262.104,951.43,816789.6,951.43,816812,0.0,0.1%,889
851,15.3747321978,-14.4185554032,1262.312,858.82,817648.4,858.82,817670.8,0.0,0.0%,890
852,15.3815195866,-14.4186088778,1262.164,731.95,818380.3,731.95,818402.7,0.0,0.0%,892
853,15.3873211883,-14.4121417783,1261.655,950.48,819330.8,950.48,819353.2,0.0,0.1%,894
854,15.3940310488,-14.4068256083,1262.55,932.5,820263.3,932.5,820285.7,0.1,0.1%,895
855,15.3982196146,-14.3987621493,1265.884,1000,821263.3,1000,821285.7,0.2,0.3%,895
856,15.4040619645,-14.3921479704,1269.538,965.69,822229,965.69,822251.4,0.2,0.4%,896
857,15.4131059500,-14.3906167528,1271.525,989.99,823219,989.99,823241.4,0.1,0.2%,897
858,15.4201737576,-14.3850539488,1274.935,979.73,824198.7,979.74,824221.1,0.2,0.3%,900
859,15.4285040111,-14.3810854207,1272.096,1000,825198.7,1000,825221.2,0.2,0.3%,900
860,15.4370172225,-14.3778007190,1275.654,987.5,826186.2,987.5,826208.7,0.2,0.4%,901
861,15.4460921848,-14.3770866944,1275.628,981.97,827168.2,981.97,827190.6,0.0,0.0%,902
862,15.4500359563,-14.3702295326,1275.9,869.8,828038,869.8,828060.4,0.0,0.0%,903
863,15.4582973162,-14.3740658898,1274.505,986.99,829025,986.99,829047.4,0.1,0.1%,904
864,15.4667721178,-14.3717380915,1274.811,949.66,829974.6,949.66,829997.1,0.0,0.0%,906
865,15.4743764177,-14.3672939229,1275.76,956.3,830930.9,956.3,830953.4,0.1,0.1%,907
866,15.4798354100,-14.3608401561,1276,925.52,831856.4,925.52,831878.9,0.0,0.0%,909
867,15.4831950781,-14.3540253488,1276,836.57,832693,836.57,832715.5,0.0,0.0%,910
868,15.4909341537,-14.3572131592,1277.428,906.24,833599.3,906.24,833621.7,0.1,0.2%,911
869,15.4985607950,-14.3539752595,1278.626,897.27,834496.5,897.28,834519,0.1,0.1%,912
870,15.5059897819,-14.3486042529,1279.457,997.65,835494.2,997.65,835516.6,0.0,0.1%,913
871,15.5130788195,-14.3427801553,1278.793,1000,836494.2,1000,836516.6,0.0,0.1%,913
872,15.5172220329,-14.3350116479,1282.214,968.79,837463,968.79,837485.4,0.2,0.4%,916
873,15.5231536735,-14.3406056137,1282.075,890.23,838353.2,890.23,838375.6,0.0,0.0%,916
874,15.5305092669,-14.3384810091,1283.308,827.56,839180.8,827.56,839203.2,0.1,0.1%,918
875,15.5394053581,-14.3395958545,1280.924,967.55,840148.3,967.55,840170.8,0.1,0.2%,919
876,15.5411308530,-14.3329749650,1282.39,755.83,840904.1,755.83,840926.6,0.1,0.2%,921
877,15.5450428749,-14.3294454638,1283.63,574.98,841479.1,574.98,841501.6,0.1,0.2%,923
878,15.5538260267,-14.3312397348,1282.652,968.08,842447.2,968.08,842469.7,0.1,0.1%,924
879,15.5583462603,-14.3263742901,1282.915,726.35,843173.5,726.35,843196,0.0,0.0%,926
880,15.5582129279,-14.3173883085,1285.721,994.33,844167.9,994.34,844190.3,0.2,0.3%,927
881,15.5597871596,-14.3084814712,1286.096,1000,845167.9,1000,845190.3,0.0,0.0%,927
882,15.5613613913,-14.2995746340,1287.029,1000,846167.9,1000,846190.3,0.1,0.1%,927
883,15.5667339960,-14.2927076187,1287.134,955.66,847123.5,955.66,847146,0.0,0.0%,929
884,15.5753307562,-14.2895378255,1288.183,991.65,848115.2,991.65,848137.7,0.1,0.1%,930
885,15.5824396919,-14.2850677836,1289.015,912.67,849027.9,912.67,849050.3,0.1,0.1%,931
886,15.5907192942,-14.2875716842,1292.037,935.33,849963.2,935.33,849985.7,0.2,0.3%,934
887,15.5974893989,-14.2839304722,1294.013,834.22,850797.4,834.22,850819.9,0.1,0.2%,935
888,15.6045953214,-14.2792216111,1295.282,927,851724.4,927,851746.9,0.1,0.1%,938
889,15.6088168335,-14.2711755916,1295.203,1000,852724.4,1000,852746.9,0.0,0.0%,938
890,15.6113873531,-14.2624926274,1297.233,999.94,853724.3,999.94,853746.8,0.1,0.2%,939
891,15.6189118597,-14.2581732861,1298.71,942.18,854666.5,942.18,854689,0.1,0.2%,941
892,15.6273969786,-14.2552911834,1299.604,969.59,855636.1,969.59,855658.6,0.1,0.1%,942
893,15.6359654574,-14.2525535956,1301.352,973.01,856609.1,973.01,856631.6,0.1,0.2%,944
894,15.6444670777,-14.2497856001,1302.464,967.22,857576.3,967.22,857598.8,0.1,0.1%,945
895,15.6525992598,-14.2466803346,1303.327,942.46,858518.8,942.46,858541.3,0.1,0.1%,946
896,15.6590693472,-14.2402102472,1305.308,1000,859518.8,1000,859541.3,0.1,0.2%,946
897,15.6675772355,-14.2366433301,1304.853,999.41,860518.2,999.41,860540.7,0.0,0.0%,947
898,15.6713861783,-14.2288544403,1307.011,954.8,861473,954.8,861495.5,0.1,0.2%,949
899,15.6772079310,-14.2218231647,1308.695,1000,862473,1000,862495.5,0.1,0.2%,949
900,15.6810822285,-14.2150708722,1310.166,856.15,863329.2,856.15,863351.6,0.1,0.2%,952
901,15.6896188581,-14.2141983070,1310.292,926.43,864255.6,926.43,864278.1,0.0,0.0%,953
902,15.6938048137,-14.2066666074,1313.8,947.92,865203.5,947.92,865226,0.2,0.4%,955
903,15.6977266304,-14.1990527296,1313.041,942.79,866146.3,942.79,866168.8,0.0,0.1%,956
904,15.7035713617,-14.1928963268,1318.113,928.43,867074.7,928.45,867097.2,0.3,0.5%,959
905,15.7062756703,-14.1858694468,1316.212,830.46,867905.2,830.46,867927.7,0.1,0.2%,961
906,15.7113627566,-14.1861274633,1317.028,549.87,868455.1,549.88,868477.6,0.1,0.1%,963
907,15.7160032020,-14.1813850511,1318.996,725.42,869180.5,725.43,869203,0.2,0.3%,965
908,15.7226364718,-14.1754249858,1318.388,973.44,870153.9,973.44,870176.4,0.0,0.1%,966
909,15.7298645570,-14.1697723126,1322.34,1000,871153.9,1000,871176.4,0.2,0.4%,966
910,15.7376145626,-14.1653753596,1318.11,967.81,872121.7,967.82,872144.3,0.3,0.4%,967
911,15.7462849617,-14.1631007858,1321.747,969.27,873091,969.28,873113.5,0.2,0.4%,968
912,15.7542945330,-14.1588689785,1324.655,983.32,874074.3,983.33,874096.9,0.2,0.3%,969
913,15.7632777216,-14.1566653683,1327.414,1000,875074.3,1000,875096.9,0.2,0.3%,969
914,15.7651355092,-14.1495849439,1331.627,808.65,875883,808.66,875905.5,0.3,0.5%,971
915,15.7675732943,-14.1414723443,1343.019,935.38,876818.4,935.45,876841,0.7,1.2%,974
916,15.7688826324,-14.1325248377,1340.007,1000,877818.4,1000,877841,0.2,0.3%,974
917,15.7724262800,-14.1241833227,1345.981,999.08,878817.4,999.1,878840.1,0.3,0.6%,975
918,15.7791078874,-14.1227358319,1356.344,739.02,879556.4,739.09,879579.2,0.8,1.4%,977
919,15.7875919748,-14.1233428195,1354.832,918.54,880475,918.54,880497.7,0.1,0.2%,978
920,15.7966524039,-14.1236037438,1357.906,978.74,881453.7,978.74,881476.4,0.2,0.3%,979
921,15.8052740572,-14.1226491468,1359.618,936.91,882390.6,936.91,882413.4,0.1,0.2%,981
922,15.8102123838,-14.1150030336,1369.897,1000,883390.6,1000.1,883413.4,0.6,1.0%,981
923,15.8142710100,-14.1070294950,1373.951,985.06,884375.7,985.07,884398.5,0.2,0.4%,983
924,15.8165701589,-14.0984857737,1368.895,977.34,885353,977.35,885375.8,0.3,0.5%,984
925,15.8228250390,-14.0919163947,1369.535,992.24,886345.3,992.24,886368.1,0.0,0.1%,985
926,15.8235539251,-14.0829061224,1379.802,1000,887345.3,1000.1,887368.1,0.6,1.0%,985
927,15.8249348764,-14.0740080270,1393,995.72,888341,995.81,888363.9,0.8,1.3%,986
928,15.8274052567,-14.0652973497,1394.359,1000,889341,1000,889363.9,0.1,0.1%,986
929,15.8298756369,-14.0565866724,1401.243,1000,890341,1000,890363.9,0.4,0.7%,986
930,15.8323460172,-14.0478759951,1403.191,1000,891341,1000,891363.9,0.1,0.2%,986
931,15.8369486491,-14.0401514462,1407.692,988.72,892329.7,988.73,892352.7,0.3,0.5%,987
932,15.8409503754,-14.0321382276,1414.711,986.34,893316,986.37,893339,0.4,0.7%,988
933,15.8456764929,-14.0248903449,1428.694,950.62,894266.7,950.72,894289.8,0.8,1.5%,989
934,15.8516623329,-14.0186612434,1427.912,945.03,895211.7,945.03,895234.8,0.0,0.1%,990
935,15.8536872322,-14.0100735639,1432.836,974.99,896186.7,975,896209.8,0.3,0.5%,991
936,15.8564112544,-14.0023292088,1433.764,905.96,897092.6,905.96,897115.8,0.1,0.1%,992
937,15.8548093152,-13.9937457717,1437.665,965.31,898057.9,965.31,898081.1,0.2,0.4%,994
938,15.8566910075,-13.9848961284,1441.326,1000,899057.9,1000,899081.1,0.2,0.4%,994
939,15.8618099604,-13.9774755695,1450.774,989.91,900047.9,989.96,900071,0.5,1.0%,996
940,15.8641865489,-13.9687402349,1449.078,1000,901047.9,1000,901071,0.1,0.2%,996
941,15.8697233921,-13.9620182223,1449.445,954.48,902002.3,954.48,902025.5,0.0,0.0%,998
942,15.8777173433,-13.9576374579,1459.584,990.46,902992.8,990.51,903016,0.6,1.0%,999
943,15.8776084403,-13.9498028625,1467.558,866.89,903859.7,866.93,903883,0.5,0.9%,1000
944,15.8747283852,-13.9417383060,1474.057,944.97,904804.7,944.99,904828,0.4,0.7%,1001
945,15.8735933638,-13.9329977771,1480.55,974.79,905779.4,974.81,905802.8,0.4,0.7%,1003
946,15.8777588813,-13.9250387634,1504.437,988.96,906768.4,989.25,906792,1.4,2.4%,1004
947,15.8840013356,-13.9183670084,1521.299,999.99,907768.4,1000.1,907792.2,1.0,1.7%,1004
948,15.8902437898,-13.9116952535,1542.178,1000,908768.4,1000.2,908792.4,1.2,2.1%,1004
949,15.8866208620,-13.9041259762,1538.776,924.47,909692.9,924.48,909716.9,0.2,0.4%,1006
950,15.8939840286,-13.8997486799,1547.503,931.59,910624.5,931.63,910648.5,0.5,0.9%,1007
951,15.9022682865,-13.9019502272,1562.056,927.9,911552.4,928.02,911576.5,0.9,1.6%,1009
952,15.9094390106,-13.9027375260,1566.308,779.89,912332.3,779.9,912356.4,0.3,0.5%,1011
953,15.9163765082,-13.8970540168,1574.649,978.58,913310.8,978.62,913335,0.5,0.9%,1013
954,15.9198381703,-13.8909995201,1577.08,767.27,914078.1,767.27,914102.3,0.2,0.3%,1014
955,15.9252982150,-13.8923315991,1573.317,608.27,914686.4,608.28,914710.6,0.4,0.6%,1016
956,15.9341190277,-13.8901422300,1576.935,983.68,915670.1,983.69,915694.3,0.2,0.4%,1017
957,15.9413648539,-13.8850193674,1582.456,966.75,916636.8,966.77,916661,0.3,0.6%,1018
958,15.9457136205,-13.8770981067,1588.861,994.49,917631.3,994.51,917655.5,0.4,0.6%,1019
959,15.9502150552,-13.8694551877,1587.745,975.6,918606.9,975.6,918631.1,0.1,0.1%,1020
960,15.9580482630,-13.8649439331,1592.589,982.89,919589.8,982.91,919614,0.3,0.5%,1021
961,15.9622501443,-13.8571509055,1596.381,974.53,920564.3,974.54,920588.6,0.2,0.4%,1022
962,15.9668680925,-13.8493568887,1599.631,996.39,921560.7,996.4,921585,0.2,0.3%,1023
963,15.9718289874,-13.8417281727,1601,1000,922560.7,1000,922585,0.1,0.1%,1023
964,15.9767898822,-13.8340994566,1602.866,1000,923560.7,1000,923585,0.1,0.2%,1023
965,15.9822465367,-13.8268756046,1603.746,993.37,924554.1,993.37,924578.4,0.1,0.1%,1025
966,15.9890189534,-13.8207196399,1606.62,1000,925554.1,1000,925578.4,0.2,0.3%,1025
967,15.9969540839,-13.8168714499,1610.224,957.76,926511.9,957.77,926536.1,0.2,0.4%,1026
968,16.0024996357,-13.8108272141,1611.905,898.16,927410,898.16,927434.3,0.1,0.2%,1028
969,16.0042814810,-13.8019580255,1613.602,1000,928410,1000,928434.3,0.1,0.2%,1028
970,16.0060633262,-13.7930888369,1615.725,1000,929410,1000,929434.3,0.1,0.2%,1028
971,16.0089226750,-13.7845508571,1617.459,993.93,930404,993.93,930428.2,0.1,0.2%,1029
972,16.0126548145,-13.7762811604,1617.672,999.99,931404,999.99,931428.2,0.0,0.0%,1029
973,16.0163869539,-13.7680114637,1622.746,1000,932403.9,1000,932428.2,0.3,0.5%,1029
974,16.0201190934,-13.7597417670,1624.989,1000,933404,1000,933428.2,0.1,0.2%,1029
975,16.0238512328,-13.7514720703,1629.752,1000,934404,1000,934428.3,0.3,0.5%,1029
976,16.0260134371,-13.7428352753,1631.371,983.75,935387.7,983.75,935412,0.1,0.2%,1030
977,16.0292130578,-13.7345053229,1634.398,984.43,936372.1,984.43,936396.4,0.2,0.3%,1031
978,16.0320589840,-13.7259310734,1638.834,997.32,937369.5,997.33,937393.8,0.3,0.4%,1032
979,16.0349132169,-13.7173598570,1640.186,997.28,938366.7,997.28,938391.1,0.1,0.1%,1034
980,16.0390059060,-13.7092551841,1644.77,1000,939366.7,1000,939391.1,0.3,0.5%,1034
981,16.0471770413,-13.7051057137,1647.793,995.98,940362.7,995.99,940387,0.2,0.3%,1035
982,16.0529742367,-13.6980770447,1653.026,998.98,941361.7,998.99,941386,0.3,0.5%,1036
983,16.0587434873,-13.6910147173,1658.379,1000,942361.7,1000,942386.1,0.3,0.5%,1036
984,16.0645127379,-13.6839523900,1658.428,1000,943361.7,1000,943386.1,0.0,0.0%,1036
985,16.0684879898,-13.6758464152,1664.559,994.6,944356.3,994.62,944380.7,0.4,0.6%,1037
986,16.0720840771,-13.6675198639,1668.527,1000,945356.3,1000,945380.7,0.2,0.4%,1037
987,16.0738873262,-13.6590811202,1674.948,953.8,946310.1,953.82,946334.5,0.4,0.7%,1038
988,16.0714061417,-13.6503742649,1679.938,1000,947310.1,1000,947334.5,0.3,0.5%,1038
989,16.0689249572,-13.6416674096,1687.114,1000,948310.1,1000,948334.5,0.4,0.7%,1038
990,16.0707281972,-13.6336178465,1694.568,911.69,949221.8,911.72,949246.3,0.5,0.8%,1040
991,16.0783655400,-13.6285282505,1705.166,1000,950221.8,1000.1,950246.3,0.6,1.1%,1040
992,16.0846362823,-13.6220929165,1721.21,983.53,951205.3,983.66,951230,0.9,1.6%,1041
993,16.0850696564,-13.6214799881,1722.828,82.447,951287.8,82.463,951312.4,1.1,2.0%,1041
